Supplier Name,Stage Invoked,Mandatory Restrictions,Reporting Month,Total Monthly Potable Water Production 2014,Total Monthly Potable Water Production 2013,Units,Qualification,Total Population Served,REPORTED Residential Gallons-per-Capita-Day (R-GPCD) (starting in September 2014),Optional - Enforcement Actions,Optional - Implementation,Optional - Recycled Water,Recycled Water Units, CALCULATED Monthly Gallons Month 2014 ,CALCULATED Monthly Gallons Month 2013,CALCULATED R-GPCD 2014 (Values calculated by Water Board staff using methodology available at http://www.waterboards.ca.gov/waterrights/water_issues/programs/drought/docs/ws_tools/guidance_estimate_res_gpcd.pdf),CALCULATED R-GPCD 2013 (Values calculated by Water Board staff using methodology available at http://www.waterboards.ca.gov/waterrights/water_issues/programs/drought/docs/ws_tools/guidance_estimate_res_gpcd.pdf),% Residential Use,Comments/Corrections
Bella Vista Water District,4,Yes,Jun-14,1117,1954,AF,"The above numbers represent the billed water usage for the month of June.  The water meters in the District are read bimonthly (every 2 months).  As a result the meter readings for June 2, 2014 reflect less than 2 days of usage during the month of June.  Similarly, meters read on August 29, 2014 reflect 2 days of usage during the month of June. Therefore, the percentage of ""Residential Use"" will vary month to month because a different set of meters are read in even months and odd months.  In addition, metered water usage lags water production by at least 30 days.  The only reliable comparison is on an annual basis."," 16,500 ",,,"On February 27, 2014 (5 months before the State's adoption of the emergency regulatory action) the District declared a water shortage emergency and in addition to imposing mandatory water usage allotments as well as imposed the following water use restrictions:  ‰Û¢ During the summer months outside watering should be limited to non-windy periods and before 11 a.m. and after 6 p.m. ‰Û¢ Construction and hauled water is $2.50 per HCF within the District. ‰Û¢ No supply for construction or hauled water outside District boundary. ‰Û¢ No filling of new ponds or new lakes. ‰Û¢ No cleaning of driveway and other ""hard"" surfaces with water. ‰Û¢ No car washing without the use of hose end shut-off devices.  Currently, all M&I customers are allotted 85% of their 3-year (2011, 2012 and 2013) historical usage for the same bimonthly period.  Customers who use in excess of their allotment are charged a penalty $2.50 per HCF for all usage over their allotment. Note: 85% of the 3-year average is equivalent to approximately 78% of the 1-year (2013) usage.",,,363976044,636713688.4,330.89,578.83,45%,No Correction Needed
Bella Vista Water District,4,Yes,Jul-14,1212,2355,AF,"The above numbers represent the billed water usage for the month of July. The water meters in the District are read bimonthly (every 2 months).  As a result the meter readings for July 1, 2014 reflect less than 1 day of usage during the month of July.  Similarly, meters read on September 30, 2014 reflect 1 day of usage during the month of July.  Therefore, the percentage of ""Residential Use"" will vary month to month because a different set of meters are read in even months and odd months.  In addition, metered water usage lags water production by at least 30 days.  The only reliable comparison is on an annual basis. "," 16,500 ",,,"On February 27, 2014 (5 months before the State's adoption of the emergency regulatory action) the District declared a water shortage emergency and in addition to imposing mandatory water usage allotments imposed the following water use restrictions:  ‰Û¢ During the summer months outside watering should be limited to non-windy periods and before 11 a.m. and after 6 p.m. ‰Û¢ Construction and hauled water is $2.50 per HCF within the District. ‰Û¢ No supply for construction or hauled water outside District boundary. ‰Û¢ No filling of new ponds or new lakes. ‰Û¢ No cleaning of driveway and other ""hard"" surfaces with water. ‰Û¢ No car washing without the use of hose end shut-off devices.  Currently, all M&I customers are allotted 85% of their 3-year (2011, 2012 and 2013) historical usage for the same bimonthly period.  Customers who use in excess of their allotment are charged a penalty $2.50 per HCF for all usage over their allotment. Note: 85% of the 3-year average is equivalent to approximately 78% of the 1-year (2013) usage.  ",,,394931929.5,767380110.6,416.94,810.14,54%,No Correction Needed
Bella Vista Water District,4,Yes,Aug-14,1104,2238,AF,"The above numbers represent the billed water usage for the month of August.  The water meters in the District are read bimonthly (every 2 months). Therefore, the percentage of ""Residential Use"" will vary month to month because a different set of meters are read in even months and odd months. "," 16,500 ",,,,,,359739975.4,729255493.6,450.11,912.46,64%,No Correction Needed
Bella Vista Water District,4,Yes,Sep-14,860,1604,AF,M&I users are subject to drought penalty rates for any usage above 80% of their 3-year average usage for the same billing period.," 16,500 ",289,,,,,280232227.2,522665688.9,288.72,538.50,51%,No Correction Needed
Bella Vista Water District,4,Yes,Oct-14,503,1138,AF,"The water meters in the District are read bimonthly (every 2 months). As a result the meter readings for October 2, 2014 reflect less than 2 days of usage during the month of October. Similarly, meters read on October 31, 2014 reflect 31 days of usage during the month of October (and 29 days of use during September. In addition, metered water usage lags water production by at least 30 days. The only reliable comparison is on an annual basis.  Therefore, in order to calculate the percentage of ""Residential Use"" cumulative annual residential usage has been used to determine the percentage of residential use."," 16,500 ",174,,M&I users are subject to drought penalty rates for any usage above 80% of their 3-year average usage for the same billing period.,,,163903267.8,370818923.9,173.04,391.48,54%,No Correction Needed
Bellflower-Somerset Mutual Water Company,Stage 1,Yes,Jun-14,482.38,498.99,AF,," 46,300 ",,,,,,157184211.4,162596603.6,97.32,100.67,86%,No Correction Needed
Bellflower-Somerset Mutual Water Company,Stage 1,Yes,Jul-14,507.54,527.02,AF,," 46,300 ",,,,,,165382633.3,171730219.1,99.09,102.90,86%,No Correction Needed
Bellflower-Somerset Mutual Water Company,Stage 1,Yes,Aug-14,485.89,523.46,AF,," 46,300 ",,,,,,158327949.9,170570188,94.87,102.20,86%,No Correction Needed
Bellflower-Somerset Mutual Water Company,Stage 1,Yes,Sep-14,467.51,505.67,AF,," 46,300 ",94.32,,,,,152338800.6,164773291.1,94.32,102.02,86%,No Correction Needed
Bellflower-Somerset Mutual Water Company,Stage 1,Yes,Oct-14,449.95,468.04,AF,," 46,300 ",87.85,,,,,146616849.6,152511501.9,87.85,91.38,86%,No Correction Needed
Benicia  City of,Stage 3 (Modified),Yes,Jun-14,575,648.5,AF,," 28,086 ",,"While the City of Benicia's Emergency Outdoor Water Restrictions Ordinance provides for penalties, City Council and staff are working on educating the community and we have been successful.  City of Benicia customers are making impressive progress toward reducing their water use.  Over the five month period from March through July 2014, the community has conserved 21.5% as compared to the same period in 2013.","CITY OF BENICIA TIMELINE FOR 2014  1.  Jan 17 - Governor declared drought and asked for 20% voluntary water reduction. 2.  Feb 18 - Council implemented community wide goal of voluntarily reducing water consumption by 20%. 3. Mar 4 - Council authorized additional water purchases up to $900,000. 4. Apr 29 - Council formally adopted resolution for voluntary 20% water reduction. 5. July 1 - Council adopted emergency outdoor water restrictions ordinance. 6. July 15 - State approved emergency water conservation regulation. 7. July 22 - Drought Surcharge brought to Council for consideration.  Approved sending out Prop 218 notices. 8. Aug - Benicia has reduced its water use by 21.5% over the 5 month period from March through July compared to the same timeframe in 2013. 9. Sept 16 - Public Hearing to consider drought surcharge. 10. Nov - First bills with drought surcharge if approved.",,,187364570.5,211314650.4,151.21,170.54,68%,No Correction Needed
Benicia  City of,Stage 3 (Modified),Yes,Jul-14,557,682.5,AF,," 28,086 ",,,The City is proposing a drought surcharge.  The public hearing will be held on September 16.  Proposition 218 notices have been mailed.  The drought surcharge would be applied to the volume charge component of the City's existing tiered rate structure in an effort to discourage water use.,,,181499244.8,222393598.9,160.51,196.68,77%,No Correction Needed
Benicia  City of,Stage 3 (Modified),Yes,Aug-14,515,662.9,AF,," 28,086 ",,"City of Benicia customers are making impressive progress toward reducing their water use.  Over the 6 month period from March through August 2014, the community has conserved 21.6% as compared to the same period in 2013.",,,,167813484.9,216006911,125.28,161.26,65%,No Correction Needed
Benicia  City of,Stage 3 (Modified),Yes,Sep-14,478.2,601.8,AF,," 28,086 ",146.1,,"City of Benicia customers continue to make impressive progress toward reducing their water use.  Over the 7 month period from March through September 2014, the community has conserved 21.5% as compared to the same period in 2013.",,,155822152.4,196097388.8,146.10,183.86,79%,No Correction Needed
Benicia  City of,Stage 3 (Modified),Yes,Oct-14,426.1,551.8,AF,," 28,086 ",101.1,,"City of Benicia customers continue to make impressive progress toward reducing their water use.  Over the 8 month period from March through October 2014, the community has conserved 21.6% as compared to the same period in 2013.",,,138845293,179804817.4,101.10,130.93,63%,DATA CORRECTION
Beverly Hills  City of,Voluntary Stage B,No,Jun-14,1038.6,1077.4,AF,Monthly production calculated from local production and Metropolitan Water District (MWD) purchases; % of residential use calculated from billing data; Population calculated from Census Block data  ," 47,550 ",177.9,Outdoor water schedule & restrictions (Unenforced); Voluntary 20% water reduction  ,System water audits and leak detection program; Prohibit washing down of driveways and sidewalks; Prohibit excess watering/runoff; Use of shut-off nozzle when washing vehicles; Prohibit water feature unless water is recirculated; Smart infrastructure - AMI system partnership w/ MWD; In/outdoor rebate programs; Landscape irrigation ordinance; Public outreach and education  ,,,338429292.1,351072327.4,177.93,184.58,75%,No Correction Needed
Beverly Hills  City of,Voluntary Stage B,No,Jul-14,1210.6,1185.5,AF,Monthly production calculated from local production and Metropolitan Water District (MWD) purchases; % of residential use calculated from billing data; Population calculated from Census Block data  ," 47,550 ",200.7,Outdoor water schedule & restrictions (Unenforced); Voluntary 20% water reduction  ,System water audits and leak detection program; Prohibit washing down of driveways and sidewalks; Prohibit excess watering/runoff; Use of shut-off nozzle when washing vehicles; Prohibit water feature unless water is recirculated; Smart infrastructure - AMI system partnership w/ MWD; In/outdoor rebate programs; Landscape irrigation ordinance; Public outreach and education  ,,,394475737.5,386296866.7,200.71,196.55,75%,No Correction Needed
Beverly Hills  City of,Voluntary Stage B,No,Aug-14,1169.6,1184.4,AF,Monthly production calculated from local production and Metropolitan Water District (MWD) purchases; % of residential use calculated from billing data; Population calculated from Census Block data  ," 47,550 ",193.9,Outdoor water schedule & restrictions (Unenforced); Voluntary 20% water reduction,System water audits and leak detection program; Prohibit washing down of driveways and sidewalks; Prohibit excess watering/runoff; Use of shut-off nozzle when washing vehicles; Prohibit water feature unless water is recirculated; Smart infrastructure - AMI system partnership w/ MWD; In/outdoor rebate programs; Landscape irrigation ordinance; Public outreach and education; September 2 - City Council approved Stage B Emergency Ordinance w/ mandatory 10% water use reduction,,,381115829,385938430.1,193.91,196.37,75%,No Correction Needed
Beverly Hills  City of,Mandatory Stage B,Yes,Sep-14,1160.9,1177.1,AF,Monthly production calculated from local production and Metropolitan Water District (MWD) purchases; % of residential use calculated from billing data; Population calculated from Census Block data," 47,550 ",198.9,Outdoor water schedule & restrictions (Unenforced); Mandatory 10% water reduction,System water audits and leak detection program; Prohibit washing down of driveways and sidewalks Prohibit excess watering/runoff; Use of shut-off nozzle when washing vehicles,,,378280921.6,383559714.7,198.89,201.66,75%,No Correction Needed
Beverly Hills  City of,Mandatory Stage B,Yes,Oct-14,1132.9,1193.4,AF,Monthly production calculated from local production and Metropolitan Water District (MWD) purchases; % of residential use calculated from billing data; Population estimated using Census block information," 47,550 ",187.8,Outdoor Water Schedule & Restrictions (Unenforced); Mandatory 10% Water Reduction,System water audits and leak detection program; Prohibit washing down of driveways and sidewalks;   Prohibit excess watering/runoff; Use shut-off nozzle when washing vehicles,,,369157081.6,388871093,187.83,197.86,75%,No Correction Needed
Big Bear City Community Services District,1,Yes,Jun-14,123.94,139.08,AF,4% of our production supplies an endangered species called the 3 spine stickleback fish," 7,884 ",,,,,,40386025.86,45319416.47,162.21,182.03,95%,No Correction Needed
Big Bear City Community Services District,1,Yes,Jul-14,122,129,AF,4% of our production supplies an endangered species called the 3 spine stickleback fish.  ," 7,884 ",,We are currently tracking customers who have been warned for excessive water usage or not following our Stage 1 requirements.  We do have fines for customers who are warned more than once.,,,AF,39753874.09,42034834.08,154.52,163.39,95%,No Correction Needed
Big Bear City Community Services District,1,Yes,Aug-14,107.61,124.44,AF,4% is used to fill pond for endangered stickleback fish.," 7,884 ",,,,,,35064872.06,40548951.58,136.30,157.61,95%,No Correction Needed
Big Bear City Community Services District,1,Yes,Sep-14,99.91,95.26,AF,1% is used to fill pond that has endangered stickleback fish," 7,884 ",132.12,,,,,32555816.07,31040606.94,136.27,129.93,99%,No Correction Needed
Big Bear City Community Services District,1,Yes,Oct-14,88.36,74.59,AF,4% of our production supplies an endangered species called the 3 spine stickleback fish," 10,000 ",92.87,,,,,28792232.09,24305257.94,88.23,74.48,95%,No Correction Needed
Blythe  City of,1,Yes,Jun-14,133.35,126.67,MG,"Residential water use is calculated using consumption data by comparing residential water uses (RESSIF: residential single family; RESMUF: residential multifamily) to the remaining accounts such as irrigation, commercial, and public entities."," 13,839 ",,The City of Blythe posted on its webpage at http://www.cityofblythe.ca.gov.,,,,133350000,126670000,239.00,227.03,74%,No Correction Needed
