Supplier Name,Stage Invoked,Mandatory Restrictions,Reporting Month,Total Monthly Potable Water Production 2014,Total Monthly Potable Water Production 2013,Units,Qualification,Total Population Served,REPORTED Residential Gallons-per-Capita-Day (R-GPCD) (starting in September 2014),Optional - Enforcement Actions,Optional - Implementation,Optional - Recycled Water,Recycled Water Units, CALCULATED Monthly Gallons Month 2014 ,CALCULATED Monthly Gallons Month 2013,CALCULATED R-GPCD 2014 (Values calculated by Water Board staff using methodology available at http://www.waterboards.ca.gov/waterrights/water_issues/programs/drought/docs/ws_tools/guidance_estimate_res_gpcd.pdf),CALCULATED R-GPCD 2013 (Values calculated by Water Board staff using methodology available at http://www.waterboards.ca.gov/waterrights/water_issues/programs/drought/docs/ws_tools/guidance_estimate_res_gpcd.pdf),% Residential Use,Comments/Corrections
Benicia  City of,Stage 3 (Modified),Yes,Jun-14,575,648.5,AF,," 28,086 ",,"While the City of Benicia's Emergency Outdoor Water Restrictions Ordinance provides for penalties, City Council and staff are working on educating the community and we have been successful.  City of Benicia customers are making impressive progress toward reducing their water use.  Over the five month period from March through July 2014, the community has conserved 21.5% as compared to the same period in 2013.","CITY OF BENICIA TIMELINE FOR 2014    1.  Jan 17 - Governor declared drought and asked for 20% voluntary water reduction.  2.  Feb 18 - Council implemented community wide goal of voluntarily reducing water consumption by 20%.  3. Mar 4 - Council authorized additional water purchases up to $900,000.  4. Apr 29 - Council formally adopted resolution for voluntary 20% water reduction.  5. July 1 - Council adopted emergency outdoor water restrictions ordinance.  6. July 15 - State approved emergency water conservation regulation.  7. July 22 - Drought Surcharge brought to Council for consideration.  Approved sending out Prop 218 notices.  8. Aug - Benicia has reduced its water use by 21.5% over the 5 month period from March through July compared to the same timeframe in 2013.  9. Sept 16 - Public Hearing to consider drought surcharge.  10. Nov - First bills with drought surcharge if approved.",,,187364570.5,211314650.4,151.2116451,170.540438,68%,No Correction Needed
Benicia  City of,Stage 3 (Modified),Yes,Jul-14,557,682.5,AF,," 28,086 ",,,The City is proposing a drought surcharge.  The public hearing will be held on September 16.  Proposition 218 notices have been mailed.  The drought surcharge would be applied to the volume charge component of the City's existing tiered rate structure in an effort to discourage water use.,,,181499244.8,222393598.9,160.5143861,196.6805539,77%,No Correction Needed
Benicia  City of,Stage 3 (Modified),Yes,Aug-14,515,662.9,AF,," 28,086 ",,"City of Benicia customers are making impressive progress toward reducing their water use.  Over the 6 month period from March through August 2014, the community has conserved 21.6% as compared to the same period in 2013.",,,,167813484.9,216006911,125.2819855,161.2610256,65%,No Correction Needed
Benicia  City of,Stage 3 (Modified),Yes,Sep-14,478.2,601.8,AF,," 28,086 ",146.1,,"City of Benicia customers continue to make impressive progress toward reducing their water use.  Over the 7 month period from March through September 2014, the community has conserved 21.5% as compared to the same period in 2013.",,,155822152.4,196097388.8,146.0982938,183.8602116,79%,No Correction Needed
Beverly Hills  City of,Voluntary Stage B,No,Jun-14,1038.6,1077.4,AF,Monthly Production Calculated from Local Production and Metropolitan Water District (MWD) Purchases    Percentage of Residential Use Calculated from Billing Data," 34,000 ",,Outdoor Water Schedule & Restrictions (unenforced)    Voluntary 20% Water Reduction,System Water Audits and Leak Detection Program    Prohibit Washing Down of Driveways and Sidewalks    Prohibit Excess Watering/Runoff    Use Shut-off Nozzle when Washing Vehicles    Prohibit Water Feature Unless Water is Recirculated    Smart Infrastructure ‰ÛÒ AMI system    Partnership w/ MDW for In/Outdoor Rebate Programs    Landscape Irrigation Ordinance    Public Outreach and Education,,,338429292.1,351072327.4,331.7934236,344.1885563,100%,No Correction Needed
Beverly Hills  City of,Voluntary Stage B,No,Jul-14,1210.6,1185.5,AF,Monthly Production Calculated from Local Production and Metropolitan Water District (MWD) Purchases    Percentage of Residential Use Calculated from Billing Data," 34,000 ",,Outdoor Water Schedule & Restrictions (Unenforced)    Voluntary 20% Water Reduction,System Water Audits and Leak Detection Program    Prohibit Washing Down of Driveways and Sidewalks    Prohibit Excess Watering/Runoff    Use Shut-off Nozzle when Washing Vehicles    Prohibit Water Feature Unless Water is Recirculated    Smart Infrastructure ‰ÛÒ AMI system    Partnership w/ MDW for In/Outdoor Rebate Programs    Landscape Irrigation Ordinance    Public Outreach and Education,,,394475737.5,386296866.7,282.1961158,276.3451969,75%,No Correction Needed
Beverly Hills  City of,Voluntary Stage B,No,Aug-14,1169.6,1184.4,AF,Monthly Production Calculated from Local Production and Metropolitan Water District (MWD) Purchases    % of Residential Use Calculated from Billing Data," 34,000 ",,Outdoor Water Schedule & Restrictions (Unenforced)    Voluntary 20% Water Reduction,System Water Audits and Leak Detection Program    Prohibit Washing Down of Driveways and Sidewalks    Prohibit Excess Watering/Runoff    Use Shut-off Nozzle when Washing Vehicles    Prohibit Water Feature Unless Water is Recirculated    Smart Infrastructure - AMI System    Partnership w/ MWD In/Outdoor Rebate Programs    Landscape Irrigation Ordinance    Public Outreach and Education    September 2 - City Council Approved Stage B Emergency Ordinance w/ Mandatory 10% Water Use Reduction,,,381115829,385938430.1,276.6163275,280.1166025,77%,No Correction Needed
Beverly Hills  City of,Mandatory Stage B,Yes,Sep-14,1160.9,1177.1,AF,Monthly Production Calculated from Local Production and Metropolitan Water District (MWD) Purchases  % of Residential Use Calculated from Billing Data," 34,000 ",285.6,Outdoor Water Schedule & Restrictions (Unenforced)  Mandatory 10% Water Reduction,System Water Audits and Leak Detection Program  Prohibit Washing Down of Driveways and Sidewalks  Prohibit Excess Watering/Runoff  Use Shut-off Nozzle when Washing Vehicles,,,378280921.6,383559714.7,285.5650094,289.5499807,77%,No Correction Needed
Big Bear City Community Services District,1,Yes,Sep-14,99.91,95.26,AF,1% is used to fill pond that has endangered stickleback fish," 7,884 ",132.12,,,,,32555816.07,31040606.94,136.2686365,129.9264369,99%,No Correction Needed
Big Bear City Community Services District,1,Yes,Aug-14,107.61,124.44,AF,4% is used to fill pond for endangered stickleback fish.," 7,884 ",,,,,,35064872.06,40548951.58,136.2973947,157.6140489,95%,No Correction Needed
Big Bear City Community Services District,1,Yes,Jul-14,122,129,AF,4% of our production supplies an endangered species called the 3 spine stickleback fish.  ," 7,884 ",,We are currently tracking customers who have been warned for excessive water usage or not following our Stage 1 requirements.  We do have fines for customers who are warned more than once.,,,AF,39753874.09,42034834.08,154.5235773,163.3896842,95%,No Correction Needed
Big Bear City Community Services District,1,Yes,Jun-14,123.94,139.08,AF,4% of our production supplies an endangered species called the 3 spine stickleback fish," 7,884 ",,,,,,40386025.86,45319416.47,162.2134474,182.0287741,95%,No Correction Needed
Brawley  City of,2,Yes,Jul-14,216.86,292.36,MG,," 27,743 ",,,,,,216860000,292360000,201.722492,271.9523553,80%,No Correction Needed
Brawley  City of,Stage 1,Yes,Aug-14,169.26,283.37,MG,," 27,743 ",,Drought restrictions being enforced.    Lawn Irrigation  Car washing without nozzles  Enforcement actions  ,Reducing filter back washing water rates   Reducing Water System Pressures    ,,,169260000,283370000,157.4451213,263.5898855,80%,No Correction Needed
Brea  City of,1,Yes,Jun-14,1150,1061,AF,," 41,394 ",,Education and Administrative citations when non compliant with Phase 1 regulations of Water Ordinance 1123,Rebates  Leak Surveys  Educational Literature  Participate in Public Outreach Events,,AF,374729141.1,345728364,144.8438483,133.634194,48%,No Correction Needed
Brea  City of,1,Yes,Jul-14,1186,1155,AF,," 41,394 ",,Education and Administrative citations when non compliant with Phase 1 regulations of Water Ordinance 1123,Rebates  Leak Surveys  Educational Literature  Participate in Public Outreach Events,,AF,386459792.4,376358398.2,129.5011672,126.1162294,43%,No Correction Needed
Brea  City of,1,Yes,Aug-14,1087,1072,AF,," 40,377 ",,Education and Administrative citations when non compliant with Phase 1 regulations of Water Ordinance 1123,Rebates  Leak Surveys  Educational Literature  Participate in Public Outreach Events,,AF,354200501.1,349312729.7,124.510537,122.7923603,44%,No Correction Needed
Brea  City of,1,Yes,Sep-14,1178,1230,AF,," 42,397 ",127,Education and Administrative citations when non compliant with Phase 1 regulations of Water Ordinance 1123,Rebates Leak Surveys Educational Literature Participate in Public Outreach Events,,AF,383852981,400797255.2,123.7349515,129.1969358,41%,No Correction Needed
Brentwood  City of,Stage II,Yes,Jun-14,445.23,461.19,MG,," 54,741 ",,,,11.8,MG,445230000,461190000,181.3746369,187.8763084,67%,DATA CORRECTION
Brentwood  City of,Stage II,Yes,Jul-14,464.52,518.37,MG,," 51,394 ",,None taken during July.,Voluntary 10 percent reduction was in place during July 2014.,19.3,MG,464520000,518370000,193.3053312,215.7144677,66%,No Correction Needed
Brentwood  City of,Stage II,Yes,Aug-14,422.98,500.44,MG,," 54,741 ",,,,16.248,MG,422980000,500440000,169.4939984,200.5333032,68%,No Correction Needed
Brentwood  City of,Stage II,Yes,Sep-14,373.64,430.12,MG,," 54,741 ",162.45,Courtesy notices for water waste.,,18.2,MG,373640000,430120000,162.4492063,187.0052794,71%,No Correction Needed
Buena Park  City of,Phase 1,Yes,Jun-14,1498,1497,AF,," 82,364 ",,,,,,488125437.6,487799586.2,128.4062351,128.3205167,65%,No Correction Needed
Buena Park  City of,Phase 1,Yes,Jul-14,1554,1548,AF,"Phase 1 of the City's Water Conservation ordinance was adopted by City Council on July 22, 2014. "," 82,364 ",,,,,,506373117.6,504418009,128.9094854,128.4117653,65%,No Correction Needed
Buena Park  City of,Stage 1,Yes,Aug-14,1381,1531,AF,," 82,364 ",,,,,,450000820.7,498878534.7,114.5585581,127.0015586,65%,No Correction Needed
Buena Park  City of,Phase 1,Yes,Sep-14,1319,1548,AF,," 82,364 ",113,,,246.7,AF,429798032.2,504418009,113.0626329,132.6921575,65%,No Correction Needed
Burbank  City of,I,No,Jun-14,1755.4,1784.3,AF,," 105,543 ",,,"Stage II including mandatory restrictions was invoked effective August 1.    Population in item 7 is from Department of Finance Report E-1, population estimate for 1/1/2014, report released 5/1/2014.",234.2,AF,571999595,581416701.2,134.2793297,136.4900353,74%,No Correction Needed
Burbank  City of,2,Yes,Jul-14,1843.9,1878.2,AF,," 105,543 ",,,Stage 2 (II) including mandatory restrictions was invoked effective August 1.,,,600837446.2,612014150.2,137.7846412,140.3476941,75%,No Correction Needed
Burbank  City of,2,Yes,Aug-14,1762.7,1912.6,AF,," 105,543 ",,,,,,574378310.4,623223439.3,128.6799484,139.6228906,73%,No Correction Needed
Burbank  City of,2,Yes,Sep-14,1696.7,1834.4,AF,," 105,543 ",130,,,,,552872116.2,597741857.7,130.0859133,140.6433662,75%,No Correction Needed
Burlingame  City of,2,Yes,Jun-14,170055,195181,CCF,," 30,282 ",,,,,,127209974,146005527.3,86.81745359,99.64492317,62%,No Correction Needed
Burlingame  City of,2,Yes,Jul-14,126746356,174314668,G,," 30,282 ",,,,,,126746356,174314668,84.92584536,116.7987862,63%,No Correction Needed
Burlingame  City of,2,Yes,Aug-14,192221,203779,CCF,," 30,282 ",,,,,,143791293.5,152437277.9,98.49117406,104.4133209,64%,No Correction Needed
Burlingame  City of,2,Yes,Sep-14,176572,223095,CCF,," 30,282 ",,,,,,132085028.6,166886649.3,87.81823883,110.9564936,60%,No Correction Needed
Calaveras County Water District,Stage III,Yes,Jun-14,188.685,216.476,MG,"While CCWD does not have exact data on the percentage of water going to residential use only, the District does know that 4 percent of its connections are commercial. Thus, the District has given an estimate of 96 percent for the percentage of water going to residential use only."," 31,750 ",,"Enforcement of CCWD Stage III Conservation measures:    ‰Û¢ CCWD will strive to educate and inform customers of conservation measures before taking enforcement action.  ‰Û¢ If customers violate the conservation order, they will first receive a written warning letter.   ‰Û¢ If the problem persists, those in violation could have their water governed by a flow-restricting device for a period of 30 days, or until the CCWD Board of Directors repeals the state of emergency.  ‰Û¢ Those in violation could be fined up to $500/day.  ‰Û¢ The district may also pursue a misdemeanor violation of California Water Code Section 31029. If convicted of this crime, a person could be put in jail for up to 30 days, fined up to $600 or both.  ","CCWD Mandatory Stage III Water Conservation Measures:    ‰Û¢      All irrigation is prohibited between 10 a.m. and 6 p.m.  ‰Û¢      Residential landscaping can only be watered on an odd/even day watering cycle  o   Odd-numbered addresses: Tuesdays, Thursdays and Saturdays.  o   Even-numbered addresses: Mondays, Wednesdays and Thursdays  o   No outdoors watering on Sundays  ‰Û¢      Filling of new or existing pools and spas is prohibited, however topping off pools and spas is allowed. Customers are encouraged to use pool and spa covers.  ‰Û¢      Pressure-washing/cleaning hardscape (e.g. houses, patios, driveways and sidewalks) is prohibited  ‰Û¢      Use of water in decorative fountains and ponds is prohibited unless used to preserve aquatic life, if present  ‰Û¢      No wasteful or negligent use of water (e.g. allowing water to run off property into the street)  ‰Û¢      Irrigation water for commercial landscaping, schools and parks shall be reduced by 35%  ‰Û¢      Treated effluent will be used for dust control  ‰Û¢      Golf course irrigation will be restricted to greens and tees if raw water is the sole source, and raw water delivery to courses will be reduced by 35% where treated effluent is being used.  ",24.449,MG,188685000,216476000,190.1707087,218.1805354,96%,No Correction Needed
